KEGG_ID	Degree_centrality	Betweenness_centrality	Closeness_centrality	Compound_name
K01869	2	1	6.9041129181476e-07	leucyl-tRNA_synthetase_[EC:6.1.1.4]
K01870	2	1	6.9041129181476e-07	isoleucyl-tRNA_synthetase_[EC:6.1.1.5]
K01872	2	698	5.77904403053647e-06	alanyl-tRNA_synthetase_[EC:6.1.1.7]
K01873	2	1	6.9041129181476e-07	valyl-tRNA_synthetase_[EC:6.1.1.9]
K01874	4	4759.85669405171	5.79370919056089e-06	methionyl-tRNA_synthetase_[EC:6.1.1.10]
K01875	3	2792	5.8315498510039e-06	seryl-tRNA_synthetase_[EC:6.1.1.11]
K01876	2	698	5.8436815193572e-06	aspartyl-tRNA_synthetase_[EC:6.1.1.12]
K01878	2	349	5.82238240243143e-06	glycyl-tRNA_synthetase_alpha_chain_[EC:6.1.1.14]
K01879	2	349	5.82238240243143e-06	glycyl-tRNA_synthetase_beta_chain_[EC:6.1.1.14]
K01881	2	732	5.70818610969992e-06	prolyl-tRNA_synthetase_[EC:6.1.1.15]
K01886	4	1451	5.8376093822058e-06	glutaminyl-tRNA_synthetase_[EC:6.1.1.18]
K01887	2	1	5.5001567544675e-06	arginyl-tRNA_synthetase_[EC:6.1.1.19]
K01890	2	698	5.83284240243113e-06	phenylalanyl-tRNA_synthetase_beta_chain_[EC:6.1.1.20]
K01892	2	703	5.62711368457777e-06	histidyl-tRNA_synthetase_[EC:6.1.1.21]
K01893	2	698	5.77203908824871e-06	asparaginyl-tRNA_synthetase_[EC:6.1.1.22]
K01915	3	7340.90560064232	5.87347363104013e-06	glutamine_synthetase_[EC:6.3.1.2]
K01916	2	3	5.6531349459843e-06	NAD+_synthase_[EC:6.3.1.5]
K01918	3	10418.6468758952	5.81358168954311e-06	pantoate--beta-alanine_ligase_[EC:6.3.2.1]
K01921	2	3195.94415104807	5.72944418661946e-06	D-alanine-D-alanine_ligase_[EC:6.3.2.4]
K01923	2	2274	5.75887586743068e-06	phosphoribosylaminoimidazole-succinocarboxamide_synthase_[EC:6.3.2.6]
K01924	4	7557	5.74319861703777e-06	UDP-N-acetylmuramate--alanine_ligase_[EC:6.3.2.8]
K01925	3	16045.6577291403	5.81216253131302e-06	UDP-N-acetylmuramoylalanine--D-glutamate_ligase_[EC:6.3.2.9]
K01928	3	21462.6577291403	5.75516382073816e-06	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate_ligase_[EC:6.3.2.13]
K01929	5	26348.6018801884	5.72151116552904e-06	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine_ligase_[EC:6.3.2.10]
K01933	2	4225.44729486694	5.70453910176327e-06	phosphoribosylformylglycinamidine_cyclo-ligase_[EC:6.3.3.1]
K01934	2	757	5.7703737471076e-06	5-formyltetrahydrofolate_cyclo-ligase_[EC:6.3.3.2]
K01938	5	3316.11902415689	5.85401263295926e-06	formate--tetrahydrofolate_ligase_[EC:6.3.4.3]
K01939	5	9276.96843275751	5.85757882836708e-06	adenylosuccinate_synthase_[EC:6.3.4.4]
K01940	3	732	5.8455944677294e-06	argininosuccinate_synthase_[EC:6.3.4.5]
K01945	2	3327.0791871892	5.81405489630633e-06	phosphoribosylamine--glycine_ligase_[EC:6.3.4.13]
K01951	4	1445.75865589435	5.78814241145589e-06	GMP_synthase_(glutamine-hydrolysing)_[EC:6.3.5.2]
K01952	2	5607.44729486694	5.77177256907369e-06	phosphoribosylformylglycinamidine_synthase_[EC:6.3.5.3]
K01953	4	3159	5.84381811700493e-06	asparagine_synthase_(glutamine-hydrolysing)_[EC:6.3.5.4]
K01955	2	359.040803084648	5.84586784831142e-06	carbamoyl-phosphate_synthase_large_subunit_[EC:6.3.5.5]
K01956	2	359.040803084648	5.84586784831142e-06	carbamoyl-phosphate_synthase_small_subunit_[EC:6.3.5.5]
K01958	4	19747.1236635041	5.89049568521191e-06	pyruvate_carboxylase_[EC:6.4.1.1]
K01961	7	6285.75	5.86403645085058e-06	acetyl-CoA_carboxylase,_biotin_carboxylase_subunit_[EC:6.4.1.2_6.3.4.14]
K01962	5	1059.75	5.86403645085058e-06	acetyl-CoA_carboxylase_carboxyl_transferase_subunit_alpha_[EC:6.4.1.2]
K01963	5	1059.75	5.86403645085058e-06	acetyl-CoA_carboxylase_carboxyl_transferase_subunit_beta_[EC:6.4.1.2]
K02083	2	1	6.9041129181476e-07	allantoate_deiminase_[EC:3.5.3.9]
K02160	5	1059.75	5.86403645085058e-06	acetyl-CoA_carboxylase_biotin_carboxyl_carrier_protein
K02188	2	108	7.02632553387778e-07	cobalt-precorrin-5B_(C1)-methyltransferase_[EC:2.1.1.195]
K02189	2	98	7.02627616497415e-07	cobalt-precorrin_5A_hydrolase_[EC:3.7.1.12]
K02190	2	4	6.92134924782237e-07	sirohydrochlorin_cobaltochelatase_[EC:4.99.1.3]
K02191	2	68	7.02615768243594e-07	cobalt-precorrin-7_(C15)-methyltransferase_[EC:2.1.1.196]
K02217	2	1	6.9041129181476e-07	ferritin_[EC:1.16.3.1]
K02226	4	10	5.49175961469814e-06	alpha-ribazole_phosphatase_[EC:3.1.3.73]
K02227	5	4236	5.68909116768596e-06	adenosylcobinamide-phosphate_synthase_[EC:6.3.1.10]
K02231	4	2128	5.62217836923094e-06	adenosylcobinamide_kinase_/_adenosylcobinamide-phosphate_guanylyltransferase_[EC:2.7.1.156_2.7.7.62]
K02232	4	9	5.62097748798516e-06	adenosylcobyric_acid_synthase_[EC:6.3.5.10]
K02233	3	716	5.55651251048792e-06	adenosylcobinamide-GDP_ribazoletransferase_[EC:2.7.8.26]
K02304	5	8	6.92135882885072e-07	precorrin-2_dehydrogenase_/_sirohydrochlorin_ferrochelatase_[EC:1.3.1.76_4.99.1.4]
K02335	7	600.026291476263	5.81797871783385e-06	DNA_polymerase_I_[EC:2.7.7.7]
K02337	7	600.026291476263	5.81797871783385e-06	DNA_polymerase_III_subunit_alpha_[EC:2.7.7.7]
K02340	7	600.026291476263	5.81797871783385e-06	DNA_polymerase_III_subunit_delta_[EC:2.7.7.7]
K02341	7	600.026291476263	5.81797871783385e-06	DNA_polymerase_III_subunit_delta'_[EC:2.7.7.7]
K02342	7	600.026291476263	5.81797871783385e-06	DNA_polymerase_III_subunit_epsilon_[EC:2.7.7.7]
K02343	7	600.026291476263	5.81797871783385e-06	DNA_polymerase_III_subunit_gamma/tau_[EC:2.7.7.7]
K02371	16	6430	5.73128306233917e-06	enoyl-[acyl-carrier_protein]_reductase_II_[EC:1.3.1.-]
K02372	20	14183	5.73128306233917e-06	3-hydroxyacyl-[acyl-carrier-protein]_dehydratase_[EC:4.2.1.59]
K02437	3	2227.25509367013	5.85826513336341e-06	glycine_cleavage_system_H_protein
K02495	2	1	6.9041129181476e-07	oxygen-independent_coproporphyrinogen_III_oxidase_[EC:1.3.99.22]
K02500	3	2008.59191778809	5.80069956436746e-06	cyclase_[EC:4.1.3.-]
K02501	3	2008.59191778809	5.80069956436746e-06	glutamine_amidotransferase_[EC:2.4.2.-]
K02502	4	3100.97244559362	5.80386421279288e-06	ATP_phosphoribosyltransferase_regulatory_subunit
K02563	5	1400	5.68643841302877e-06	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide)_pyrophosphoryl-undecaprenol_N-acetylglucosamine_transferase_[EC:2.4.1.227]
K02564	2	8092.89531396259	5.80939378975804e-06	glucosamine-6-phosphate_deaminase_[EC:3.5.99.6]
K02594	3	698	5.88716656560364e-06	homocitrate_synthase_NifV_[EC:2.3.3.14]
K02619	2	2140.15714285714	5.73266299394058e-06	4-amino-4-deoxychorismate_lyase_[EC:4.1.3.38]
K02749	2	1.2	5.68365891226136e-06	PTS_system,_arbutin-like_IIB_component_[EC:2.7.1.69]
K02763	2	757	5.78338895025707e-06	PTS_system,_D-glucosamine-specific_IIA_component_[EC:2.7.1.69]
K02768	2	1824.53314390382	5.80123798418583e-06	PTS_system,_fructose-specific_IIA_component_[EC:2.7.1.69]
K02769	2	1824.53314390382	5.80123798418583e-06	PTS_system,_fructose-specific_IIB_component_[EC:2.7.1.69]
K02770	2	1824.53314390382	5.80123798418583e-06	PTS_system,_fructose-specific_IIC_component
K02773	2	0.333333333333333	6.91560062683004e-07	PTS_system,_galactitol-specific_IIA_component_[EC:2.7.1.69]
K02774	2	0.333333333333333	6.91560062683004e-07	PTS_system,_galactitol-specific_IIB_component_[EC:2.7.1.69]
K02775	2	0.333333333333333	6.91560062683004e-07	PTS_system,_galactitol-specific_IIC_component
K02777	12	4256.94454606678	5.75317719210434e-06	PTS_system,_glucose-specific_IIA_component_[EC:2.7.1.69]
K02781	2	88.1588054306412	5.73272872154417e-06	PTS_system,_glucitol/sorbitol-specific_IIA_component_[EC:2.7.1.69]
K02782	2	88.1588054306412	5.73272872154417e-06	PTS_system,_glucitol/sorbitol-specific_IIB_component_[EC:2.7.1.69]
K02783	2	88.1588054306412	5.73272872154417e-06	PTS_system,_glucitol/sorbitol-specific_IIC_component
K02790	2	1	5.68378813111362e-06	PTS_system,_maltose_and_glucose-specific_IIB_component_[EC:2.7.1.69]
K02793	2	189.75	5.73200580078987e-06	PTS_system,_mannose-specific_IIA_component_[EC:2.7.1.69]
K02794	2	189.75	5.73200580078987e-06	PTS_system,_mannose-specific_IIB_component_[EC:2.7.1.69]
K02795	2	189.75	5.73200580078987e-06	PTS_system,_mannose-specific_IIC_component
K02796	2	189.75	5.73200580078987e-06	PTS_system,_mannose-specific_IID_component
K02798	2	379.5	5.73174296571845e-06	PTS_system,_mannitol-specific_IIA_component_[EC:2.7.1.69]
K02799	2	379.5	5.73174296571845e-06	PTS_system,_mannitol-specific_IIB_component_[EC:2.7.1.69]
K02803	2	757	5.71974398425926e-06	PTS_system,_N-acetylglucosamine-specific_IIB_component_[EC:2.7.1.69]
K02808	2	1	5.68307750012787e-06	PTS_system,_sucrose-specific_IIA_component_[EC:2.7.1.69]
K02822	2	0.5	6.90985199788006e-07	PTS_system,_ascorbate-specific_IIB_component_[EC:2.7.1.69]
K02825	4	1636.65314647233	5.76944157574988e-06	pyrimidine_operon_attenuation_protein_/_uracil_phosphoribosyltransferase_[EC:2.4.2.9]
K03040	7	1010.95531002063	5.82978202445011e-06	DNA-directed_RNA_polymerase_subunit_alpha_[EC:2.7.7.6]
K03043	7	1010.95531002063	5.82978202445011e-06	DNA-directed_RNA_polymerase_subunit_beta_[EC:2.7.7.6]
K03046	7	1010.95531002063	5.82978202445011e-06	DNA-directed_RNA_polymerase_subunit_beta'_[EC:2.7.7.6]
K03060	7	1010.95531002063	5.82978202445011e-06	DNA-directed_RNA_polymerase_subunit_omega_[EC:2.7.7.6]
K03077	2	757	5.80110336986095e-06	L-ribulose-5-phosphate_4-epimerase_[EC:5.1.3.4]
K03147	2	2835.44729486694	5.66427822934663e-06	thiamine_biosynthesis_protein_ThiC
K03148	8	1445	5.76285837775537e-06	sulfur_carrier_protein_ThiS_adenylyltransferase_[EC:2.7.7.73]
K03149	4	2110.55270513305	5.83379517545139e-06	thiamine_biosynthesis_ThiG
K03151	5	3518	5.78098172631676e-06	thiamine_biosynthesis_protein_ThiI
K03367	2	349	5.7200711576852e-06	D-alanine--poly(phosphoribitol)_ligase_subunit_1_[EC:6.1.1.13]
K03399	2	90	7.02626629127668e-07	cobalt-precorrin-6Y_C5-methyltransferase_[EC:2.1.1.-]
K03429	4	12	5.65998222765581e-06	1,2-diacylglycerol_3-glucosyltransferase_[EC:2.4.1.157]
K03465	4	13413.3742361803	5.84668814350111e-06	thymidylate_synthase_(FAD)_[EC:2.1.1.148]
K03475	2	0.5	6.90985199788006e-07	PTS_system,_ascorbate-specific_IIC_component
K03517	3	7131.65787545788	5.83583788042368e-06	quinolinate_synthase_[EC:2.5.1.72]
K03518	6	3223.14260415259	5.85058769153361e-06	carbon-monoxide_dehydrogenase_small_subunit_[EC:1.2.99.2]
K03524	4	3031	5.79229971675654e-06	BirA_family_transcriptional_regulator,_biotin_operon_repressor_/_biotin-[acetyl-CoA-carboxylase]_ligase_[EC:6.3.4.15]
K03525	6	12050.6468758951	5.79216551692181e-06	type_III_pantothenate_kinase_[EC:2.7.1.33]
K03526	2	10434.9095238095	5.56845581151891e-06	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate_synthase_[EC:1.17.7.1]
K03527	3	10552.9095238095	5.52892456888211e-06	4-hydroxy-3-methylbut-2-enyl_diphosphate_reductase_[EC:1.17.1.2]
K03621	3	27.3333333333333	5.81054148436093e-06	glycerol-3-phosphate_acyltransferase_PlsX_[EC:2.3.1.15]
K03637	2	349	5.82536714376424e-06	molybdenum_cofactor_biosynthesis_protein_C
K03639	2	349	5.82536714376424e-06	molybdenum_cofactor_biosynthesis_protein
K03688	4	4	6.91561019194968e-07	ubiquinone_biosynthesis_protein
K03735	2	514.379973707117	5.83515681983953e-06	ethanolamine_ammonia-lyase_large_subunit_[EC:4.3.1.7]
K03736	2	514.379973707117	5.83515681983953e-06	ethanolamine_ammonia-lyase_small_subunit_[EC:4.3.1.7]
K03737	5	61505.7198303158	5.89758258090009e-06	putative_pyruvate-flavodoxin_oxidoreductase_[EC:1.2.7.-]
K03763	7	600.026291476263	5.81797871783385e-06	DNA_polymerase_III_subunit_alpha,_Gram-positive_type_[EC:2.7.7.7]
K03778	2	757	5.87582041142494e-06	D-lactate_dehydrogenase_[EC:1.1.1.28]
K03783	21	15482.062280443	5.80177650396551e-06	purine-nucleoside_phosphorylase_[EC:2.4.2.1]
K03800	4	3	6.90985677248882e-07	lipoate-protein_ligase_A_[EC:2.7.7.63]
K03816	6	2606.9544259448	5.79908490440209e-06	xanthine_phosphoribosyltransferase_[EC:2.4.2.22]
K03856	3	2094	5.84997162763761e-06	3-deoxy-7-phosphoheptulonate_synthase_[EC:2.5.1.54]
K04019	2	514.379973707117	5.83515681983953e-06	ethanolamine_utilization_protein_EutA
K04032	2	1	5.49151834990857e-06	ethanolamine_utilization_cobalamin_adenosyltransferase_[EC:2.5.1.17]
K04041	8	5422.21118213591	5.82495995340032e-06	fructose-1,6-bisphosphatase_III_[EC:3.1.3.11]
K04042	6	1546	5.62711368457777e-06	bifunctional_UDP-N-acetylglucosamine_pyrophosphorylase_/_Glucosamine-1-phosphate_N-acetyltransferase_[EC:2.7.7.23_2.3.1.157]
K04072	24	21450.2058707297	5.8729217198264e-06	acetaldehyde_dehydrogenase_/_alcohol_dehydrogenase_[EC:1.2.1.10_1.1.1.1]
K04486	2	4188	5.76491816698662e-06	histidinol-phosphatase_(PHP_family)_[EC:3.1.3.15]
K04487	3	4897	5.85161475309111e-06	cysteine_desulfurase_[EC:2.8.1.7]
K04517	4	593.554761904762	5.83277435912392e-06	prephenate_dehydrogenase_[EC:1.3.1.12]
K04567	2	7	5.61832472793263e-06	lysyl-tRNA_synthetase,_class_II_[EC:6.1.1.6]
K04720	2	5600	5.75675411176162e-06	threonine-phosphate_decarboxylase_[EC:4.1.1.81]
K05601	2	757	5.84525277795638e-06	hydroxylamine_reductase_[EC:1.7.99.1]
K05780	2	1.75	6.95603784084585e-07	alpha-D-ribose_1-methylphosphonate_5-triphosphate_synthase_subunit_PhnL_[EC:2.7.8.37]
K05823	2	766	5.61807221470025e-06	N-acetyldiaminopimelate_deacetylase_[EC:3.5.1.47]
K05895	6	128	7.02633540774176e-07	precorrin-6X_reductase_[EC:1.3.1.54]
K05934	4	40	7.02602933086204e-07	precorrin-3B_C17-methyltransferase_[EC:2.1.1.131]
K05936	4	85	7.02618730269588e-07	precorrin-4/cobalt-precorrin-4_C11-methyltransferase_[EC:2.1.1.133_2.1.1.271]
K06042	4	40	7.02600958488228e-07	precorrin-8X_methylmutase_[EC:5.4.1.2]
K06131	3	19	5.66043075878074e-06	cardiolipin_synthase_[EC:2.7.8.-]
K06153	3	8930.90952380952	5.68663243313942e-06	undecaprenyl-diphosphatase_[EC:3.6.1.27]
K06162	2	30	6.95607655023122e-07	alpha-D-ribose_1-methylphosphonate_5-triphosphate_diphosphatase_[EC:3.6.1.63]
K06163	2	24	6.95604751815181e-07	alpha-D-ribose_1-methylphosphonate_5-phosphate_C-P_lyase_[EC:4.7.1.1]
K06164	2	1.75	6.95603784084585e-07	alpha-D-ribose_1-methylphosphonate_5-triphosphate_synthase_subunit_PhnI_[EC:2.7.8.37]
K06165	2	1.75	6.95603784084585e-07	alpha-D-ribose_1-methylphosphonate_5-triphosphate_synthase_subunit_PhnH_[EC:2.7.8.37]
K06166	2	1.75	6.95603784084585e-07	alpha-D-ribose_1-methylphosphonate_5-triphosphate_synthase_subunit_PhnG_[EC:2.7.8.37]
K06167	2	10	6.95597977757559e-07	phosphoribosyl_1,2-cyclic_phosphate_phosphodiesterase_[EC:3.1.4.55]
K06193	2	757	5.82211121396841e-06	phosphonoacetate_hydrolase_[EC:3.11.1.2]
K07106	2	690	5.73226865996756e-06	N-acetylmuramic_acid_6-phosphate_etherase_[EC:4.2.1.126]
K07173	2	12271.9	5.83570165558856e-06	S-ribosylhomocysteine_lyase_[EC:4.4.1.21]
K08302	3	2207.01664217284	5.85716712254951e-06	tagatose_1,6-diphosphate_aldolase_GatY/KbaY_[EC:4.1.2.40]
K08591	3	27.3333333333333	5.81054148436093e-06	glycerol-3-phosphate_acyltransferase_PlsY_[EC:2.3.1.15]
K09458	21	6630.45454545454	5.79955575402924e-06	3-oxoacyl-[acyl-carrier-protein]_synthase_II_[EC:2.3.1.179]
K09698	5	2147	5.84477447937671e-06	nondiscriminating_glutamyl-tRNA_synthetase_[EC:6.1.1.24]
K09758	6	9336.94196156232	5.84675651182507e-06	aspartate_4-decarboxylase_[EC:4.1.1.12]
K09903	4	8894.46539876332	5.78887956236071e-06	uridylate_kinase_[EC:2.7.4.22]
K10793	2	367	5.63987163652155e-06	D-proline_reductase_(dithiol)_PrdA_[EC:1.21.4.1]
K10796	2	367	5.63987163652155e-06	D-proline_reductase_(dithiol)_PrdE_[EC:1.21.4.1]
K11175	8	13862.8957219665	5.84217936659091e-06	phosphoribosylglycinamide_formyltransferase_1_[EC:2.1.2.2]
K11261	7	3002.74919300989	5.85079307500132e-06	formylmethanofuran_dehydrogenase_subunit_E_[EC:1.2.99.5]
K11358	29	65006.6469047764	5.9032922660968e-06	aspartate_aminotransferase_[EC:2.6.1.1]
K11752	4	1401	5.76498463631594e-06	diaminohydroxyphosphoribosylaminopyrimidine_deaminase_/_5-amino-6-(5-phosphoribosylamino)uracil_reductase_[EC:3.5.4.26_1.1.1.193]
K11753	5	1412	5.62800042772803e-06	riboflavin_kinase_/_FMN_adenylyltransferase_[EC:2.7.1.26_2.7.7.2]
K11754	4	1420	5.83645097089362e-06	dihydrofolate_synthase_/_folylpolyglutamate_synthase_[EC:6.3.2.12_6.3.2.17]
K11755	4	5175.18383557619	5.74649894551744e-06	phosphoribosyl-ATP_pyrophosphohydrolase_/_phosphoribosyl-AMP_cyclohydrolase_[EC:3.6.1.31_3.5.4.19]
K13038	5	4824.15944667117	5.85236816077626e-06	phosphopantothenoylcysteine_decarboxylase_/_phosphopantothenate--cysteine_ligase_[EC:4.1.1.36_6.3.2.5]
K13789	9	11498.9095238095	5.55608029647245e-06	geranylgeranyl_diphosphate_synthase,_type_II_[EC:2.5.1.1_2.5.1.10_2.5.1.29]
K14138	8	14495.4033669913	5.87899845382341e-06	acetyl-CoA_synthase_[EC:2.3.1.169]
K14155	10	40924.1354699286	5.89758258090009e-06	cystathione_beta-lyase_[EC:4.4.1.8]
K14170	8	19218.2666666667	5.83454400121358e-06	chorismate_mutase_/_prephenate_dehydratase_[EC:5.4.99.5_4.2.1.51]
K14188	2	349	5.7200711576852e-06	D-alanine--poly(phosphoribitol)_ligase_subunit_2_[EC:6.1.1.13]
K14534	5	2206	5.73700425112015e-06	4-hydroxybutyryl-CoA_dehydratase_/_vinylacetyl-CoA-Delta-isomerase_[EC:4.2.1.120_5.3.3.3]
K14652	4	9074	5.83651910000876e-06	3,4-dihydroxy_2-butanone_4-phosphate_synthase_/_GTP_cyclohydrolase_II_[EC:4.1.99.12_3.5.4.25]
K15023	8	14495.4033669913	5.87899845382341e-06	5-methyltetrahydrofolate_corrinoid/iron_sulfur_protein_methyltransferase_[EC:2.1.1.258]
K15024	8	8165.09286206325	5.86410522550417e-06	putative_phosphotransacetylase_[EC:2.3.1.8]
K15633	4	1059.55847986001	5.80063226891731e-06	2,3-bisphosphoglycerate-independent_phosphoglycerate_mutase_[EC:5.4.2.12]
K15634	4	1059.55847986001	5.80063226891731e-06	probable_phosphoglycerate_mutase_[EC:5.4.2.12]
K16651	2	6980	5.82577439106093e-06	L-threonine_kinase_[EC:2.7.1.177]
K16849	4	724.5	5.75947289304083e-06	altronate_dehydratase_small_subunit_[EC:4.2.1.7]
K16850	4	724.5	5.75947289304083e-06	altronate_dehydratase_large_subunit_[EC:4.2.1.7]
K16950	4	601.850632573065	5.82421358556061e-06	anaerobic_sulfite_reductase_subunit_A
K16951	4	601.850632573065	5.82421358556061e-06	anaerobic_sulfite_reductase_subunit_B
K17464	2	0.25	6.92135882885072e-07	PTS_system,_D-glucosaminate-specific_IIA_component_[EC:2.7.1.69]
K17465	2	0.25	6.92135882885072e-07	PTS_system,_D-glucosaminate-specific_IIB_component_[EC:2.7.1.69]
K17466	2	0.25	6.92135882885072e-07	PTS_system,_D-glucosaminate-specific_IIC_component
K17467	2	0.25	6.92135882885072e-07	PTS_system,_D-glucosaminate-specific_IID_component
K17686	2	19.711279637675	5.8274039498144e-06	Cu+-exporting_ATPase_[EC:3.6.3.54]
